"","trt","date","deadm","deadf","lostm","lostf"
"2844","28n-13","42566",0,0,7,11
"2845","28n-14","42566",0,0,10,4
"2846","28n-15","42566",0,0,22,12
"2847","28n-16","42566",0,0,19,9
"2848","28n-17","42566",0,0,11,17
"2849","28n-18","42566",0,0,12,6
"2850","28n-19","42566",0,0,12,22
"2851","30p-11","42566",0,0,19,8
"2852","30p-12","42566",0,0,16,4
"2853","30p-13","42566",0,0,9,10
"2854","30p-14","42566",0,0,9,24
"2855","30p-15","42566",0,0,13,1
"2856","30p-16","42566",0,0,7,7
"2857","30p-17","42566",0,0,13,5
"2858","30p-18","42566",0,0,9,8
"2859","30p-19","42566",0,0,9,3
"2860","35u-11","42566",0,0,9,20
"2861","35u-12","42566",0,0,12,13
"2862","35u-13","42566",0,0,18,8
"2863","35u-15","42566",0,0,12,12
"2864","35u-16","42566",0,0,27,13
"2865","35u-17","42566",0,0,16,11
"2866","35u-18","42566",0,0,7,0
"2867","35u-19","42566",0,0,7,5
"2868","70j-11","42566",0,0,22,15
"2869","70j-12","42566",0,0,12,5
"2870","70j-13","42566",0,0,18,26
"2871","70j-14","42566",0,0,17,18
"2872","70j-15","42566",0,0,20,9
"2873","70j-16","42566",0,0,17,16
"2874","70j-17","42566",0,0,15,9
"2875","70j-19","42566",0,0,13,10
"2876","71k-11","42566",0,0,14,10
"2877","71k-12","42566",0,0,6,3
"2878","71k-13","42566",0,0,11,13
"2879","71k-14","42566",0,0,7,13
"2880","71k-15","42566",0,0,14,13
"2881","71k-16","42566",0,0,14,8
"2882","71k-17","42566",0,0,18,1
"2883","71k-18","42566",0,0,14,3
"2884","71k-19","42566",0,0,19,12
"2885","75o-12","42566",0,0,11,11
"2886","75o-13","42566",0,0,14,16
"2887","75o-14","42566",0,0,18,25
"2888","75o-15","42566",0,0,12,7
"2889","75o-16","42566",0,0,21,7
"2890","75o-17","42566",0,0,15,22
"2891","75o-18","42566",0,0,17,21
"2892","75o-19","42566",0,0,14,14
"2893","GDH-11","42566",0,0,12,4
"2894","GDH-12","42566",0,0,24,19
"2895","GDH-13","42566",0,0,12,22
"2896","GDH-14","42566",0,0,7,16
"2897","GDH-15","42566",0,0,3,25
"2898","GDH-16","42566",0,0,22,25
"2899","GDH-17","42566",0,0,26,16
"2900","GDH-18","42566",0,0,20,5
"2901","GDH-19","42566",0,0,30,3
"2902","GNDH-11","42566",0,0,19,3
"2903","GNDH-12","42566",0,0,15,7
"2904","GNDH-13","42566",0,0,20,4
"2905","GNDH-14","42566",0,0,10,10
"2906","GNDH-15","42566",0,0,12,11
"2907","GNDH-16","42566",0,0,11,4
"2908","GNDH-17","42566",0,0,17,19
"2909","GNDH-18","42566",0,0,24,23
"2910","GNDH-19","42566",0,0,15,5
"2911","SDR-11","42566",0,0,3,12
"2912","SDR-12","42566",0,0,13,12
"2913","SDR-13","42566",0,0,14,14
"2914","SDR-14","42566",0,0,21,22
"2915","SDR-15","42566",0,0,19,26
"2916","SDR-16","42566",0,0,8,11
"2917","SDR-17","42566",0,0,13,4
"2918","SDR-18","42566",0,0,4,10
"2919","SDR-19","42566",0,0,11,7
"2920","PVEC-11","42566",0,0,3,14
"2921","PVEC-12","42566",0,0,8,18
"2922","PVEC-13","42566",0,0,23,21
"2923","PVEC-14","42566",0,0,14,11
"2924","PVEC-15","42566",0,0,24,11
"2925","PVEC-16","42566",0,0,14,16
"2926","PVEC-17","42566",0,0,8,14
"2927","PVEC-18","42566",0,0,2,8
"2928","PVEC-19","42566",0,0,22,22
"2929","Lgno-12","42566",0,0,2,2
"2930","Lgno-13","42566",0,0,0,4
"2931","Lgno-14","42566",0,0,3,2
"2932","Ax-13","42566",0,0,18,8
"2933","Ax-14","42566",0,0,19,18
"2934","Ax-16","42566",0,0,9,1
"2935","Ax-18","42566",0,0,17,23
"2936","Gno-11","42566",0,0,13,19
"2937","Gno-12","42566",0,0,5,11
"2938","Gno-13","42566",0,0,8,13
"2939","Gno-14","42566",0,0,20,2
"2940","Gno-15","42566",0,0,8,8
"2941","Gno-16","42566",0,0,8,12
"2942","Gno-17","42566",0,0,7,0
"2943","Gno-18","42566",0,0,22,6
"2944","Gno-19","42566",0,0,18,14
"2945","7636-11","42566",0,0,12,2
"2946","7636-12","42566",0,0,22,9
"2947","7636-14","42566",0,0,20,30
"2948","7636-15","42566",0,0,14,21
"2949","7636-16","42566",0,0,10,28
"2950","7636-17","42566",0,0,33,13
"2951","7636-19","42566",0,0,11,20
"2952","10862-11","42566",0,0,21,18
"2953","10862-12","42566",0,0,13,17
"2954","10862-13","42566",0,0,26,16
"2955","10862-14","42566",0,0,13,24
"2956","10862-15","42566",0,0,18,16
"2957","10862-16","42566",0,0,14,17
"2958","10862-17","42566",0,0,19,23
"2959","10862-18","42566",0,0,26,30
"2960","10862-19","42566",0,0,24,19
