"","trt","treatment","rep","start_day","time","event"
"661","4d-14","4d","14",42530,21,1
"662","4d-15","4d","15",42530,21,1
"663","4d-15","4d","15",42530,21,1
"664","4d-15","4d","15",42530,21,1
"665","4d-15","4d","15",42530,21,1
"666","4d-15","4d","15",42530,21,1
"667","4d-15","4d","15",42530,21,1
"668","4d-16","4d","16",42530,21,1
"669","4d-16","4d","16",42530,21,1
"670","4d-17","4d","17",42531,20,1
"671","4d-17","4d","17",42531,20,1
"672","4d-17","4d","17",42531,20,1
"673","4d-17","4d","17",42531,20,1
"674","4d-17","4d","17",42531,20,1
"675","4d-17","4d","17",42531,20,1
"676","4d-17","4d","17",42531,20,1
"677","4d-17","4d","17",42531,20,1
"678","4d-17","4d","17",42531,20,1
"679","4d-18","4d","18",42531,20,1
"680","4d-18","4d","18",42531,20,1
"681","11c-16","11c","16",42530,21,1
"682","11c-18","11c","18",42531,20,1
"683","11c-18","11c","18",42531,20,1
"684","13g-11","13g","11",42529,22,1
"685","13g-12","13g","12",42529,22,1
"686","13g-13","13g","13",42529,22,1
"687","13g-18","13g","18",42531,20,1
"688","13g-18","13g","18",42531,20,1
"689","13g-18","13g","18",42531,20,1
"690","13g-18","13g","18",42531,20,1
"691","13g-18","13g","18",42531,20,1
"692","13g-18","13g","18",42531,20,1
"693","13g-19","13g","19",42531,20,1
"694","15h-11","15h","11",42529,22,1
"695","15h-11","15h","11",42529,22,1
"696","15h-11","15h","11",42529,22,1
"697","15h-11","15h","11",42529,22,1
"698","15h-12","15h","12",42529,22,1
"699","15h-12","15h","12",42529,22,1
"700","15h-12","15h","12",42529,22,1
"701","15h-12","15h","12",42529,22,1
"702","15h-12","15h","12",42529,22,1
"703","15h-13","15h","13",42529,22,1
"704","15h-13","15h","13",42529,22,1
"705","15h-13","15h","13",42529,22,1
"706","15h-14","15h","14",42530,21,1
"707","15h-14","15h","14",42530,21,1
"708","15h-16","15h","16",42530,21,1
"709","15h-19","15h","19",42531,20,1
"710","16i-11","16i","11",42529,22,1
"711","16i-11","16i","11",42529,22,1
"712","16i-11","16i","11",42529,22,1
"713","16i-11","16i","11",42529,22,1
"714","16i-11","16i","11",42529,22,1
"715","16i-11","16i","11",42529,22,1
"716","16i-12","16i","12",42529,22,1
"717","16i-15","16i","15",42530,21,1
"718","16i-15","16i","15",42530,21,1
"719","16i-15","16i","15",42530,21,1
"720","16i-15","16i","15",42530,21,1
"721","16i-16","16i","16",42530,21,1
"722","16i-16","16i","16",42530,21,1
"723","16i-16","16i","16",42530,21,1
"724","16i-16","16i","16",42530,21,1
"725","16i-16","16i","16",42530,21,1
"726","16i-16","16i","16",42530,21,1
"727","16i-17","16i","17",42531,20,1
"728","16i-17","16i","17",42531,20,1
"729","16i-17","16i","17",42531,20,1
"730","16i-17","16i","17",42531,20,1
"731","16i-17","16i","17",42531,20,1
"732","16i-18","16i","18",42531,20,1
"733","16i-18","16i","18",42531,20,1
"734","16i-18","16i","18",42531,20,1
"735","16i-18","16i","18",42531,20,1
"736","16i-18","16i","18",42531,20,1
"737","16i-18","16i","18",42531,20,1
"738","16i-18","16i","18",42531,20,1
"739","16i-19","16i","19",42531,20,1
"740","16i-19","16i","19",42531,20,1
"741","28n-14","28n","14",42530,21,1
"742","28n-14","28n","14",42530,21,1
"743","28n-14","28n","14",42530,21,1
"744","28n-15","28n","15",42530,21,1
"745","28n-18","28n","18",42531,20,1
"746","28n-18","28n","18",42531,20,1
"747","30p-12","30p","12",42529,22,1
"748","30p-12","30p","12",42529,22,1
"749","30p-12","30p","12",42529,22,1
"750","30p-13","30p","13",42529,22,1
"751","30p-13","30p","13",42529,22,1
"752","30p-13","30p","13",42529,22,1
"753","30p-14","30p","14",42530,21,1
"754","30p-14","30p","14",42530,21,1
"755","30p-15","30p","15",42530,21,1
"756","30p-15","30p","15",42530,21,1
"757","30p-16","30p","16",42530,21,1
"758","30p-17","30p","17",42531,20,1
"759","30p-17","30p","17",42531,20,1
"760","30p-18","30p","18",42531,20,1
"761","30p-19","30p","19",42531,20,1
"762","35u-11","35u","11",42529,22,1
"763","35u-11","35u","11",42529,22,1
"764","35u-13","35u","13",42529,22,1
"765","35u-15","35u","15",42530,21,1
"766","35u-16","35u","16",42530,21,1
"767","35u-16","35u","16",42530,21,1
"768","35u-16","35u","16",42530,21,1
"769","35u-17","35u","17",42531,20,1
"770","35u-17","35u","17",42531,20,1
"771","35u-17","35u","17",42531,20,1
"772","35u-17","35u","17",42531,20,1
"773","35u-17","35u","17",42531,20,1
"774","35u-17","35u","17",42531,20,1
"775","35u-17","35u","17",42531,20,1
"776","35u-17","35u","17",42531,20,1
"777","35u-18","35u","18",42531,20,1
"778","35u-19","35u","19",42531,20,1
"779","35u-19","35u","19",42531,20,1
"780","70j-11","70j","11",42529,22,1
"781","70j-11","70j","11",42529,22,1
"782","70j-11","70j","11",42529,22,1
"783","70j-13","70j","13",42529,22,1
"784","70j-13","70j","13",42529,22,1
"785","70j-14","70j","14",42530,21,1
"786","70j-15","70j","15",42530,21,1
"787","70j-15","70j","15",42530,21,1
"788","70j-15","70j","15",42530,21,1
"789","70j-16","70j","16",42530,21,1
"790","70j-16","70j","16",42530,21,1
"791","70j-16","70j","16",42530,21,1
"792","70j-16","70j","16",42530,21,1
"793","70j-16","70j","16",42530,21,1
"794","70j-16","70j","16",42530,21,1
"795","70j-16","70j","16",42530,21,1
"796","70j-16","70j","16",42530,21,1
"797","70j-16","70j","16",42530,21,1
"798","70j-16","70j","16",42530,21,1
"799","70j-19","70j","19",42531,20,1
"800","70j-19","70j","19",42531,20,1
"801","70j-19","70j","19",42531,20,1
"802","70j-19","70j","19",42531,20,1
"803","71k-11","71k","11",42529,22,1
"804","71k-11","71k","11",42529,22,1
"805","71k-11","71k","11",42529,22,1
"806","71k-11","71k","11",42529,22,1
"807","71k-12","71k","12",42529,22,1
"808","71k-12","71k","12",42529,22,1
"809","71k-12","71k","12",42529,22,1
"810","71k-12","71k","12",42529,22,1
"811","71k-12","71k","12",42529,22,1
"812","71k-12","71k","12",42529,22,1
"813","71k-13","71k","13",42529,22,1
"814","71k-14","71k","14",42530,21,1
"815","71k-15","71k","15",42530,21,1
"816","71k-15","71k","15",42530,21,1
"817","71k-15","71k","15",42530,21,1
"818","71k-16","71k","16",42530,21,1
"819","71k-16","71k","16",42530,21,1
"820","71k-16","71k","16",42530,21,1
"821","71k-16","71k","16",42530,21,1
"822","71k-16","71k","16",42530,21,1
"823","71k-16","71k","16",42530,21,1
"824","71k-16","71k","16",42530,21,1
"825","71k-16","71k","16",42530,21,1
"826","71k-16","71k","16",42530,21,1
"827","71k-17","71k","17",42531,20,1
"828","71k-17","71k","17",42531,20,1
"829","71k-17","71k","17",42531,20,1
"830","71k-17","71k","17",42531,20,1
"831","71k-17","71k","17",42531,20,1
"832","71k-17","71k","17",42531,20,1
"833","71k-17","71k","17",42531,20,1
"834","71k-17","71k","17",42531,20,1
"835","71k-18","71k","18",42531,20,1
"836","71k-18","71k","18",42531,20,1
"837","71k-18","71k","18",42531,20,1
"838","71k-18","71k","18",42531,20,1
"839","71k-18","71k","18",42531,20,1
"840","71k-18","71k","18",42531,20,1
"841","71k-18","71k","18",42531,20,1
"842","71k-18","71k","18",42531,20,1
"843","71k-18","71k","18",42531,20,1
"844","71k-18","71k","18",42531,20,1
"845","71k-18","71k","18",42531,20,1
"846","71k-18","71k","18",42531,20,1
"847","71k-19","71k","19",42531,20,1
"848","75o-12","75o","12",42529,22,1
"849","75o-12","75o","12",42529,22,1
"850","75o-13","75o","13",42529,22,1
"851","75o-13","75o","13",42529,22,1
"852","75o-13","75o","13",42529,22,1
"853","75o-13","75o","13",42529,22,1
"854","75o-14","75o","14",42530,21,1
"855","75o-15","75o","15",42530,21,1
"856","75o-15","75o","15",42530,21,1
"857","75o-15","75o","15",42530,21,1
"858","75o-15","75o","15",42530,21,1
"859","75o-16","75o","16",42530,21,1
"860","75o-16","75o","16",42530,21,1
"861","75o-16","75o","16",42530,21,1
"862","GDH-11","GDH","11",42529,22,1
"863","GDH-12","GDH","12",42529,22,1
"864","GDH-15","GDH","15",42530,21,1
"865","GDH-15","GDH","15",42530,21,1
"866","GDH-17","GDH","17",42531,20,1
"867","GDH-17","GDH","17",42531,20,1
"868","GDH-17","GDH","17",42531,20,1
"869","GDH-17","GDH","17",42531,20,1
"870","GDH-18","GDH","18",42531,20,1
"871","GDH-18","GDH","18",42531,20,1
"872","GDH-18","GDH","18",42531,20,1
"873","GNDH-11","GNDH","11",42529,22,1
"874","GNDH-13","GNDH","13",42529,22,1
"875","GNDH-13","GNDH","13",42529,22,1
"876","GNDH-13","GNDH","13",42529,22,1
"877","GNDH-13","GNDH","13",42529,22,1
"878","GNDH-13","GNDH","13",42529,22,1
"879","GNDH-14","GNDH","14",42530,21,1
"880","GNDH-15","GNDH","15",42530,21,1
"881","GNDH-15","GNDH","15",42530,21,1
"882","GNDH-18","GNDH","18",42531,20,1
"883","GNDH-18","GNDH","18",42531,20,1
"884","GNDH-19","GNDH","19",42531,20,1
"885","GNDH-19","GNDH","19",42531,20,1
"886","GNDH-19","GNDH","19",42531,20,1
"887","SDR-17","SDR","17",42531,20,1
"888","SDR-17","SDR","17",42531,20,1
"889","PVEC-13","PVEC","13",42529,22,1
"890","PVEC-13","PVEC","13",42529,22,1
"891","PVEC-13","PVEC","13",42529,22,1
"892","PVEC-13","PVEC","13",42529,22,1
"893","PVEC-15","PVEC","15",42530,21,1
"894","Ax-13","Ax","13",42529,22,1
"895","Ax-13","Ax","13",42529,22,1
"896","Ax-13","Ax","13",42529,22,1
"897","Ax-13","Ax","13",42529,22,1
"898","Ax-13","Ax","13",42529,22,1
"899","Ax-14","Ax","14",42530,21,1
"900","Ax-14","Ax","14",42530,21,1
"901","Ax-14","Ax","14",42530,21,1
"902","Ax-16","Ax","16",42530,21,1
"903","Ax-16","Ax","16",42530,21,1
"904","Ax-18","Ax","18",42531,20,1
"905","Gno-13","Gno","13",42529,22,1
"906","Gno-13","Gno","13",42529,22,1
"907","Gno-13","Gno","13",42529,22,1
"908","Gno-13","Gno","13",42529,22,1
"909","Gno-13","Gno","13",42529,22,1
"910","Gno-14","Gno","14",42530,21,1
"911","Gno-14","Gno","14",42530,21,1
"912","Gno-14","Gno","14",42530,21,1
"913","Gno-14","Gno","14",42530,21,1
"914","Gno-15","Gno","15",42530,21,1
"915","Gno-15","Gno","15",42530,21,1
"916","Gno-15","Gno","15",42530,21,1
"917","Gno-15","Gno","15",42530,21,1
"918","Gno-15","Gno","15",42530,21,1
"919","Gno-16","Gno","16",42530,21,1
"920","Gno-16","Gno","16",42530,21,1
"921","Gno-16","Gno","16",42530,21,1
"922","Gno-16","Gno","16",42530,21,1
"923","Gno-17","Gno","17",42531,20,1
"924","Gno-17","Gno","17",42531,20,1
"925","Gno-17","Gno","17",42531,20,1
"926","Gno-18","Gno","18",42531,20,1
"927","Gno-18","Gno","18",42531,20,1
"928","Gno-18","Gno","18",42531,20,1
"929","Gno-18","Gno","18",42531,20,1
"930","Gno-18","Gno","18",42531,20,1
"931","Gno-18","Gno","18",42531,20,1
"932","Gno-18","Gno","18",42531,20,1
"933","Gno-18","Gno","18",42531,20,1
"934","Gno-19","Gno","19",42531,20,1
"935","Gno-19","Gno","19",42531,20,1
"936","Gno-19","Gno","19",42531,20,1
"937","Gno-19","Gno","19",42531,20,1
"938","7636-11","7636","11",42529,22,1
"939","7636-12","7636","12",42529,22,1
"940","7636-16","7636","16",42530,21,1
"941","10862-13","10862","13",42529,22,1
"942","10862-15","10862","15",42530,21,1
"943","10862-15","10862","15",42530,21,1
"944","10862-17","10862","17",42531,20,1
"945","10862-17","10862","17",42531,20,1
"946","1a-11","1a","11",42529,23,1
"947","1a-11","1a","11",42529,23,1
"948","1a-11","1a","11",42529,23,1
"949","1a-14","1a","14",42530,22,1
"950","1a-14","1a","14",42530,22,1
"951","1a-14","1a","14",42530,22,1
"952","1a-14","1a","14",42530,22,1
"953","1a-14","1a","14",42530,22,1
"954","1a-14","1a","14",42530,22,1
"955","1a-14","1a","14",42530,22,1
"956","1a-14","1a","14",42530,22,1
"957","1a-15","1a","15",42530,22,1
"958","1a-18","1a","18",42531,21,1
"959","1a-18","1a","18",42531,21,1
"960","1a-18","1a","18",42531,21,1
"961","1a-19","1a","19",42531,21,1
"962","1a-19","1a","19",42531,21,1
"963","1a-19","1a","19",42531,21,1
"964","1a-19","1a","19",42531,21,1
"965","2b-13","2b","13",42529,23,1
"966","2b-15","2b","15",42530,22,1
"967","2b-15","2b","15",42530,22,1
"968","2b-15","2b","15",42530,22,1
"969","2b-17","2b","17",42531,21,1
"970","2b-18","2b","18",42531,21,1
"971","2b-19","2b","19",42531,21,1
"972","2b-19","2b","19",42531,21,1
"973","3c-11","3c","11",42529,23,1
"974","3c-11","3c","11",42529,23,1
"975","3c-18","3c","18",42531,21,1
"976","4d-11","4d","11",42529,23,1
"977","4d-16","4d","16",42530,22,1
"978","4d-17","4d","17",42531,21,1
"979","4d-17","4d","17",42531,21,1
"980","4d-17","4d","17",42531,21,1
"981","4d-17","4d","17",42531,21,1
"982","4d-17","4d","17",42531,21,1
"983","4d-18","4d","18",42531,21,1
"984","4d-18","4d","18",42531,21,1
"985","4d-19","4d","19",42531,21,1
"986","11c-11","11c","11",42529,23,1
"987","11c-11","11c","11",42529,23,1
"988","11c-11","11c","11",42529,23,1
"989","11c-13","11c","13",42529,23,1
"990","11c-13","11c","13",42529,23,1
"991","11c-14","11c","14",42530,22,1
"992","11c-14","11c","14",42530,22,1
"993","11c-15","11c","15",42530,22,1
"994","11c-15","11c","15",42530,22,1
"995","11c-15","11c","15",42530,22,1
"996","11c-15","11c","15",42530,22,1
"997","11c-15","11c","15",42530,22,1
"998","11c-15","11c","15",42530,22,1
"999","11c-15","11c","15",42530,22,1
"1000","11c-15","11c","15",42530,22,1
"1001","11c-15","11c","15",42530,22,1
"1002","11c-15","11c","15",42530,22,1
"1003","11c-15","11c","15",42530,22,1
"1004","11c-15","11c","15",42530,22,1
"1005","11c-15","11c","15",42530,22,1
"1006","11c-15","11c","15",42530,22,1
"1007","11c-15","11c","15",42530,22,1
"1008","11c-15","11c","15",42530,22,1
"1009","11c-16","11c","16",42530,22,1
"1010","11c-16","11c","16",42530,22,1
"1011","11c-16","11c","16",42530,22,1
"1012","11c-16","11c","16",42530,22,1
"1013","11c-16","11c","16",42530,22,1
"1014","11c-16","11c","16",42530,22,1
"1015","11c-16","11c","16",42530,22,1
"1016","11c-16","11c","16",42530,22,1
"1017","11c-16","11c","16",42530,22,1
"1018","11c-16","11c","16",42530,22,1
"1019","11c-16","11c","16",42530,22,1
"1020","11c-16","11c","16",42530,22,1
"1021","11c-16","11c","16",42530,22,1
"1022","11c-17","11c","17",42531,21,1
"1023","11c-18","11c","18",42531,21,1
"1024","11c-18","11c","18",42531,21,1
"1025","11c-18","11c","18",42531,21,1
"1026","11c-18","11c","18",42531,21,1
"1027","11c-18","11c","18",42531,21,1
"1028","11c-18","11c","18",42531,21,1
"1029","11c-18","11c","18",42531,21,1
"1030","11c-18","11c","18",42531,21,1
"1031","11c-18","11c","18",42531,21,1
"1032","11c-18","11c","18",42531,21,1
"1033","13g-17","13g","17",42531,21,1
"1034","13g-18","13g","18",42531,21,1
"1035","15h-11","15h","11",42529,23,1
"1036","15h-13","15h","13",42529,23,1
"1037","15h-13","15h","13",42529,23,1
"1038","16i-11","16i","11",42529,23,1
"1039","16i-11","16i","11",42529,23,1
"1040","16i-11","16i","11",42529,23,1
"1041","16i-11","16i","11",42529,23,1
"1042","16i-12","16i","12",42529,23,1
"1043","16i-12","16i","12",42529,23,1
"1044","16i-12","16i","12",42529,23,1
"1045","16i-12","16i","12",42529,23,1
"1046","16i-13","16i","13",42529,23,1
"1047","16i-15","16i","15",42530,22,1
"1048","16i-17","16i","17",42531,21,1
"1049","16i-17","16i","17",42531,21,1
"1050","16i-17","16i","17",42531,21,1
"1051","16i-17","16i","17",42531,21,1
"1052","16i-17","16i","17",42531,21,1
"1053","16i-17","16i","17",42531,21,1
"1054","16i-18","16i","18",42531,21,1
"1055","16i-18","16i","18",42531,21,1
"1056","16i-18","16i","18",42531,21,1
"1057","16i-18","16i","18",42531,21,1
"1058","16i-19","16i","19",42531,21,1
"1059","16i-19","16i","19",42531,21,1
"1060","28n-11","28n","11",42529,23,1
"1061","28n-12","28n","12",42529,23,1
"1062","28n-12","28n","12",42529,23,1
"1063","28n-13","28n","13",42529,23,1
"1064","28n-13","28n","13",42529,23,1
"1065","28n-13","28n","13",42529,23,1
"1066","28n-13","28n","13",42529,23,1
"1067","28n-13","28n","13",42529,23,1
"1068","28n-13","28n","13",42529,23,1
"1069","28n-14","28n","14",42530,22,1
"1070","28n-14","28n","14",42530,22,1
"1071","28n-15","28n","15",42530,22,1
"1072","28n-15","28n","15",42530,22,1
"1073","28n-15","28n","15",42530,22,1
"1074","28n-15","28n","15",42530,22,1
"1075","28n-16","28n","16",42530,22,1
"1076","28n-16","28n","16",42530,22,1
"1077","28n-16","28n","16",42530,22,1
"1078","28n-16","28n","16",42530,22,1
"1079","28n-16","28n","16",42530,22,1
"1080","28n-18","28n","18",42531,21,1
"1081","28n-18","28n","18",42531,21,1
"1082","28n-18","28n","18",42531,21,1
"1083","28n-18","28n","18",42531,21,1
"1084","30p-11","30p","11",42529,23,1
"1085","30p-16","30p","16",42530,22,1
"1086","30p-17","30p","17",42531,21,1
"1087","35u-11","35u","11",42529,23,1
"1088","35u-13","35u","13",42529,23,1
"1089","35u-13","35u","13",42529,23,1
"1090","35u-13","35u","13",42529,23,1
"1091","35u-13","35u","13",42529,23,1
"1092","35u-13","35u","13",42529,23,1
"1093","35u-13","35u","13",42529,23,1
"1094","35u-13","35u","13",42529,23,1
"1095","35u-13","35u","13",42529,23,1
"1096","35u-13","35u","13",42529,23,1
"1097","35u-13","35u","13",42529,23,1
"1098","35u-13","35u","13",42529,23,1
"1099","35u-16","35u","16",42530,22,1
"1100","35u-17","35u","17",42531,21,1
"1101","35u-19","35u","19",42531,21,1
"1102","70j-12","70j","12",42529,23,1
"1103","70j-12","70j","12",42529,23,1
"1104","70j-13","70j","13",42529,23,1
"1105","70j-13","70j","13",42529,23,1
"1106","70j-13","70j","13",42529,23,1
"1107","70j-13","70j","13",42529,23,1
"1108","70j-13","70j","13",42529,23,1
"1109","70j-14","70j","14",42530,22,1
"1110","70j-14","70j","14",42530,22,1
"1111","70j-15","70j","15",42530,22,1
"1112","70j-16","70j","16",42530,22,1
"1113","70j-16","70j","16",42530,22,1
"1114","70j-16","70j","16",42530,22,1
"1115","70j-16","70j","16",42530,22,1
"1116","70j-16","70j","16",42530,22,1
"1117","70j-16","70j","16",42530,22,1
"1118","70j-16","70j","16",42530,22,1
"1119","70j-17","70j","17",42531,21,1
"1120","71k-15","71k","15",42530,22,1
"1121","71k-17","71k","17",42531,21,1
"1122","71k-17","71k","17",42531,21,1
"1123","71k-19","71k","19",42531,21,1
"1124","71k-19","71k","19",42531,21,1
"1125","75o-12","75o","12",42529,23,1
"1126","75o-15","75o","15",42530,22,1
"1127","75o-16","75o","16",42530,22,1
"1128","75o-16","75o","16",42530,22,1
"1129","GDH-12","GDH","12",42529,23,1
"1130","GDH-12","GDH","12",42529,23,1
"1131","GDH-13","GDH","13",42529,23,1
"1132","GDH-17","GDH","17",42531,21,1
"1133","GDH-17","GDH","17",42531,21,1
"1134","GDH-17","GDH","17",42531,21,1
"1135","GDH-17","GDH","17",42531,21,1
"1136","GDH-17","GDH","17",42531,21,1
"1137","GDH-17","GDH","17",42531,21,1
"1138","GDH-17","GDH","17",42531,21,1
"1139","GDH-18","GDH","18",42531,21,1
"1140","GDH-18","GDH","18",42531,21,1
"1141","GDH-19","GDH","19",42531,21,1
"1142","GDH-19","GDH","19",42531,21,1
"1143","GDH-19","GDH","19",42531,21,1
"1144","GNDH-11","GNDH","11",42529,23,1
"1145","GNDH-11","GNDH","11",42529,23,1
"1146","GNDH-12","GNDH","12",42529,23,1
"1147","GNDH-14","GNDH","14",42530,22,1
"1148","GNDH-15","GNDH","15",42530,22,1
"1149","GNDH-15","GNDH","15",42530,22,1
"1150","GNDH-15","GNDH","15",42530,22,1
"1151","GNDH-16","GNDH","16",42530,22,1
"1152","GNDH-16","GNDH","16",42530,22,1
"1153","GNDH-16","GNDH","16",42530,22,1
"1154","GNDH-17","GNDH","17",42531,21,1
"1155","GNDH-17","GNDH","17",42531,21,1
"1156","GNDH-17","GNDH","17",42531,21,1
"1157","GNDH-17","GNDH","17",42531,21,1
"1158","GNDH-17","GNDH","17",42531,21,1
"1159","GNDH-18","GNDH","18",42531,21,1
"1160","GNDH-19","GNDH","19",42531,21,1
"1161","GNDH-19","GNDH","19",42531,21,1
"1162","SDR-13","SDR","13",42529,23,1
"1163","SDR-13","SDR","13",42529,23,1
"1164","SDR-13","SDR","13",42529,23,1
"1165","SDR-14","SDR","14",42530,22,1
"1166","SDR-14","SDR","14",42530,22,1
"1167","SDR-14","SDR","14",42530,22,1
"1168","SDR-16","SDR","16",42530,22,1
"1169","SDR-18","SDR","18",42531,21,1
"1170","PVEC-13","PVEC","13",42529,23,1
"1171","PVEC-15","PVEC","15",42530,22,1
"1172","PVEC-15","PVEC","15",42530,22,1
"1173","PVEC-15","PVEC","15",42530,22,1
"1174","PVEC-15","PVEC","15",42530,22,1
"1175","PVEC-15","PVEC","15",42530,22,1
"1176","PVEC-15","PVEC","15",42530,22,1
"1177","PVEC-15","PVEC","15",42530,22,1
"1178","PVEC-16","PVEC","16",42530,22,1
"1179","PVEC-16","PVEC","16",42530,22,1
"1180","PVEC-16","PVEC","16",42530,22,1
"1181","PVEC-17","PVEC","17",42531,21,1
"1182","PVEC-17","PVEC","17",42531,21,1
"1183","PVEC-19","PVEC","19",42531,21,1
"1184","Ax-13","Ax","13",42529,23,1
"1185","Ax-13","Ax","13",42529,23,1
"1186","Ax-13","Ax","13",42529,23,1
"1187","Ax-13","Ax","13",42529,23,1
"1188","Ax-13","Ax","13",42529,23,1
"1189","Ax-13","Ax","13",42529,23,1
"1190","Ax-13","Ax","13",42529,23,1
"1191","Ax-14","Ax","14",42530,22,1
"1192","Ax-14","Ax","14",42530,22,1
"1193","Ax-16","Ax","16",42530,22,1
"1194","Ax-16","Ax","16",42530,22,1
"1195","Ax-18","Ax","18",42531,21,1
"1196","Gno-11","Gno","11",42529,23,1
"1197","Gno-11","Gno","11",42529,23,1
"1198","Gno-12","Gno","12",42529,23,1
"1199","Gno-12","Gno","12",42529,23,1
"1200","Gno-12","Gno","12",42529,23,1
"1201","Gno-13","Gno","13",42529,23,1
"1202","Gno-14","Gno","14",42530,22,1
"1203","Gno-14","Gno","14",42530,22,1
"1204","Gno-14","Gno","14",42530,22,1
"1205","Gno-15","Gno","15",42530,22,1
"1206","Gno-17","Gno","17",42531,21,1
"1207","Gno-18","Gno","18",42531,21,1
"1208","Gno-18","Gno","18",42531,21,1
"1209","Gno-18","Gno","18",42531,21,1
"1210","Gno-18","Gno","18",42531,21,1
"1211","Gno-18","Gno","18",42531,21,1
"1212","Gno-18","Gno","18",42531,21,1
"1213","Gno-19","Gno","19",42531,21,1
"1214","Gno-19","Gno","19",42531,21,1
"1215","Gno-19","Gno","19",42531,21,1
"1216","7636-11","7636","11",42529,23,1
"1217","7636-12","7636","12",42529,23,1
"1218","7636-12","7636","12",42529,23,1
"1219","7636-15","7636","15",42530,22,1
"1220","7636-17","7636","17",42531,21,1
"1221","7636-17","7636","17",42531,21,1
"1222","7636-17","7636","17",42531,21,1
"1223","10862-11","10862","11",42529,23,1
"1224","10862-14","10862","14",42530,22,1
"1225","10862-17","10862","17",42531,21,1
"1226","10862-17","10862","17",42531,21,1
"1227","10862-18","10862","18",42531,21,1
"1228","10862-18","10862","18",42531,21,1
"1229","10862-19","10862","19",42531,21,1
"1230","10862-19","10862","19",42531,21,1
"1231","10862-19","10862","19",42531,21,1
"1232","1a-11","1a","11",42529,26,1
"1233","1a-11","1a","11",42529,26,1
"1234","1a-11","1a","11",42529,26,1
"1235","1a-11","1a","11",42529,26,1
"1236","1a-11","1a","11",42529,26,1
"1237","1a-14","1a","14",42530,25,1
"1238","1a-14","1a","14",42530,25,1
"1239","1a-14","1a","14",42530,25,1
"1240","1a-14","1a","14",42530,25,1
"1241","1a-14","1a","14",42530,25,1
"1242","1a-15","1a","15",42530,25,1
"1243","1a-16","1a","16",42530,25,1
"1244","1a-17","1a","17",42531,24,1
"1245","1a-18","1a","18",42531,24,1
"1246","1a-18","1a","18",42531,24,1
"1247","1a-19","1a","19",42531,24,1
"1248","1a-19","1a","19",42531,24,1
"1249","1a-19","1a","19",42531,24,1
"1250","1a-19","1a","19",42531,24,1
"1251","1a-19","1a","19",42531,24,1
"1252","1a-19","1a","19",42531,24,1
"1253","2b-12","2b","12",42529,26,1
"1254","2b-13","2b","13",42529,26,1
"1255","2b-13","2b","13",42529,26,1
"1256","2b-15","2b","15",42530,25,1
"1257","3c-15","3c","15",42530,25,1
"1258","3c-18","3c","18",42531,24,1
"1259","3c-19","3c","19",42531,24,1
"1260","3c-19","3c","19",42531,24,1
"1261","4d-15","4d","15",42530,25,1
"1262","4d-16","4d","16",42530,25,1
"1263","4d-16","4d","16",42530,25,1
"1264","4d-16","4d","16",42530,25,1
"1265","4d-16","4d","16",42530,25,1
"1266","4d-16","4d","16",42530,25,1
"1267","4d-17","4d","17",42531,24,1
"1268","4d-17","4d","17",42531,24,1
"1269","4d-17","4d","17",42531,24,1
"1270","4d-17","4d","17",42531,24,1
"1271","4d-17","4d","17",42531,24,1
"1272","4d-17","4d","17",42531,24,1
"1273","4d-17","4d","17",42531,24,1
"1274","4d-17","4d","17",42531,24,1
"1275","4d-17","4d","17",42531,24,1
"1276","4d-17","4d","17",42531,24,1
"1277","4d-18","4d","18",42531,24,1
"1278","4d-18","4d","18",42531,24,1
"1279","4d-18","4d","18",42531,24,1
"1280","4d-18","4d","18",42531,24,1
"1281","4d-18","4d","18",42531,24,1
"1282","4d-18","4d","18",42531,24,1
"1283","4d-18","4d","18",42531,24,1
"1284","4d-18","4d","18",42531,24,1
"1285","4d-18","4d","18",42531,24,1
"1286","4d-18","4d","18",42531,24,1
"1287","4d-18","4d","18",42531,24,1
"1288","4d-19","4d","19",42531,24,1
"1289","4d-19","4d","19",42531,24,1
"1290","11c-11","11c","11",42529,26,1
"1291","11c-11","11c","11",42529,26,1
"1292","11c-11","11c","11",42529,26,1
"1293","11c-11","11c","11",42529,26,1
"1294","11c-11","11c","11",42529,26,1
"1295","11c-11","11c","11",42529,26,1
"1296","11c-11","11c","11",42529,26,1
"1297","11c-11","11c","11",42529,26,1
"1298","11c-11","11c","11",42529,26,1
"1299","11c-11","11c","11",42529,26,1
"1300","11c-11","11c","11",42529,26,1
"1301","11c-11","11c","11",42529,26,1
"1302","11c-11","11c","11",42529,26,1
"1303","11c-11","11c","11",42529,26,1
"1304","11c-11","11c","11",42529,26,1
"1305","11c-12","11c","12",42529,26,1
"1306","11c-12","11c","12",42529,26,1
"1307","11c-12","11c","12",42529,26,1
"1308","11c-12","11c","12",42529,26,1
"1309","11c-12","11c","12",42529,26,1
"1310","11c-12","11c","12",42529,26,1
"1311","11c-12","11c","12",42529,26,1
"1312","11c-12","11c","12",42529,26,1
"1313","11c-12","11c","12",42529,26,1
"1314","11c-12","11c","12",42529,26,1
"1315","11c-13","11c","13",42529,26,1
"1316","11c-13","11c","13",42529,26,1
"1317","11c-13","11c","13",42529,26,1
"1318","11c-13","11c","13",42529,26,1
"1319","11c-14","11c","14",42530,25,1
"1320","11c-15","11c","15",42530,25,1
"1321","11c-15","11c","15",42530,25,1
