"","trt","value","date","offspring","vialnum","date2","date3","trt_date","egg_laying_duration","cum_female","vial","interval","fecundity","trt_date2"
"659","10862-19","200+","42551",500,"19","2",20,"10862-19_42551",0.764583333337214,27,"10862",4,96.8816227666896,"10862_20"
"660","1a-11","21","42555",21,"11","0",26,"1a-11_42555",0.831944444442343,2,"1a",3,37.8631051753878,"1a_26"
"661","1a-15","84","42555",84,"15","1",25,"1a-15_42555",0.831944444442343,13,"1a",3,23.3003724156233,"1a_25"
"662","1a-16","156","42555",156,"16","1",25,"1a-16_42555",0.831944444442343,13,"1a",3,43.2721202004432,"1a_25"
"663","1a-17","88","42555",88,"17","2",24,"1a-17_42555",0.831944444442343,11,"1a",3,28.8480801336288,"1a_24"
"664","1a-18","261","42555",261,"18","2",24,"1a-18_42555",0.831944444442343,21,"1a",3,44.8175530647448,"1a_24"
"665","1a-19","210","42555",210,"19","2",24,"1a-19_42555",0.831944444442343,12,"1a",3,63.105175292313,"1a_24"
"666","2b-11","127","42555",127,"11","0",26,"2b-11_42555",0.831944444442343,13,"2b",3,35.2279440093352,"2b_26"
"667","2b-12","67","42555",67,"12","0",26,"2b-12_42555",0.831944444442343,13,"2b",3,18.5848208553186,"2b_26"
"668","2b-13","76","42555",76,"13","0",26,"2b-13_42555",0.831944444442343,10,"2b",3,27.4056761269474,"2b_26"
"669","2b-15","127","42555",127,"15","1",25,"2b-15_42555",0.831944444442343,12,"2b",3,38.1636060101131,"2b_25"
"670","2b-17","102","42555",102,"17","2",24,"2b-17_42555",0.831944444442343,11,"2b",3,33.4375474276152,"2b_24"
"671","2b-18","207","42555",207,"18","2",24,"2b-18_42555",0.831944444442343,18,"2b",3,41.4691151920914,"2b_24"
"672","2b-19","124","42555",124,"19","2",24,"2b-19_42555",0.831944444442343,10,"2b",3,44.7145242071247,"2b_24"
"673","3c-11","207","42555",207,"11","0",26,"3c-11_42555",0.831944444442343,18,"3c",3,41.4691151920914,"3c_26"
"674","3c-12","65","42555",65,"12","0",26,"3c-12_42555",0.831944444442343,14,"3c",3,16.7421893632667,"3c_26"
"675","3c-13","0","42555",0,"13","0",26,"3c-13_42555",0.831944444442343,4,"3c",3,0,"3c_26"
"676","3c-14","0","42555",0,"14","1",25,"3c-14_42555",0.831944444442343,2,"3c",3,0,"3c_25"
"677","3c-15","157","42555",157,"15","1",25,"3c-15_42555",0.831944444442343,16,"3c",3,35.3839732889041,"3c_25"
"678","3c-16","25","42555",25,"16","1",25,"3c-16_42555",0.831944444442343,4,"3c",3,22.5375626043975,"3c_25"
"679","3c-18","282","42555",282,"18","2",24,"3c-18_42555",0.831944444442343,19,"3c",3,53.5207802479166,"3c_24"
"680","3c-19","8","42555",8,"19","2",24,"3c-19_42555",0.831944444442343,5,"3c",3,5.76961602672576,"3c_24"
"681","4d-11","25","42555",25,"11","0",26,"4d-11_42555",0.834027777775191,5,"4d",3,17.9850124896478,"4d_26"
"682","4d-12","6","42555",6,"12","0",26,"4d-12_42555",0.834027777775191,3,"4d",3,7.19400499585912,"4d_26"
"683","4d-13","50","42555",50,"13","0",26,"4d-13_42555",0.834027777775191,6,"4d",3,29.9750208160797,"4d_26"
"684","4d-14","137","42555",137,"14","1",25,"4d-14_42555",0.834027777775191,15,"4d",3,32.8526228144233,"4d_25"
"685","4d-15","0","42555",0,"15","1",25,"4d-15_42555",0.834027777775191,2,"4d",3,0,"4d_25"
"686","4d-16","149","42555",149,"16","1",25,"4d-16_42555",0.834027777775191,14,"4d",3,38.2823837279646,"4d_25"
"687","4d-17","53","42555",53,"17","2",24,"4d-17_42555",0.834027777775191,7,"4d",3,27.2344474843238,"4d_24"
"688","4d-18","117","42555",117,"18","2",24,"4d-18_42555",0.834027777775191,24,"4d",3,17.5353871774066,"4d_24"
"689","4d-19","103","42555",103,"19","2",24,"4d-19_42555",0.834027777775191,10,"4d",3,37.0491257286745,"4d_24"
"690","11c-11","46","42555",46,"11","0",26,"11c-11_42555",0.834027777775191,5,"11c",3,33.0924229809519,"11c_26"
"691","11c-12","30","42555",30,"12","0",26,"11c-12_42555",0.834027777775191,9,"11c",3,11.9900083264319,"11c_26"
"692","11c-13","22","42555",22,"13","0",26,"11c-13_42555",0.834027777775191,6,"11c",3,13.189009159075,"11c_26"
"693","11c-14","32","42555",32,"14","1",25,"11c-14_42555",0.834027777775191,2,"11c",3,57.5520399668729,"11c_25"
"694","11c-15","55","42555",55,"15","1",25,"11c-15_42555",0.834027777775191,7,"11c",3,28.2621624837322,"11c_25"
"695","11c-16","16","42555",16,"16","1",25,"11c-16_42555",0.834027777775191,3,"11c",3,19.184013322291,"11c_25"
"696","11c-17","4","42555",4,"17","2",24,"11c-17_42555",0.834027777775191,7,"11c",3,2.05542999881689,"11c_24"
"697","11c-18","204","42555",204,"18","2",24,"11c-18_42555",0.834027777775191,14,"11c",3,52.4134649698307,"11c_24"
"698","11c-19","120","42555",120,"19","2",24,"11c-19_42555",0.834027777775191,17,"11c",3,25.3906058677381,"11c_24"
"699","13g-11","134","42555",134,"11","0",26,"13g-11_42555",0.82986111111677,17,"13g",3,28.4952005905022,"13g_26"
"700","13g-12","91","42555",91,"12","0",26,"13g-12_42555",0.82986111111677,16,"13g",3,20.5606694559267,"13g_26"
"701","13g-13","27","42555",27,"13","0",26,"13g-13_42555",0.82986111111677,13,"13g",3,7.50820727384645,"13g_26"
"702","13g-14","194","42555",194,"14","1",25,"13g-14_42555",0.82986111111677,29,"13g",3,24.183523300946,"13g_25"
"703","13g-15","66","42555",66,"15","1",25,"13g-15_42555",0.836805555554747,11,"13g",3,21.5103734440042,"13g_25"
"704","13g-16","123","42555",123,"16","1",25,"13g-16_42555",0.836805555554747,9,"13g",3,48.995850622454,"13g_25"
"705","13g-17","148","42555",148,"17","2",24,"13g-17_42555",0.836805555554747,25,"13g",3,21.2235684647508,"13g_24"
"706","13g-18","142","42555",142,"18","2",24,"13g-18_42555",0.836805555554747,11,"13g",3,46.2798943795241,"13g_24"
"707","13g-19","316+","42555",500,"19","2",24,"13g-19_42555",0.836805555554747,29,"13g",3,61.8114179425408,"13g_24"
"708","15h-11","261","42555",261,"11","0",26,"15h-11_42555",0.836805555554747,20,"15h",3,46.7850622407091,"15h_26"
"709","15h-12","18","42555",18,"12","0",26,"15h-12_42555",0.836805555554747,11,"15h",3,5.86646548472841,"15h_26"
"710","15h-13","220","42555",220,"13","0",26,"15h-13_42555",0.836805555554747,17,"15h",3,46.3949231145188,"15h_26"
"711","15h-14","125","42555",125,"14","1",25,"15h-14_42555",0.836805555554747,15,"15h",3,29.875518672228,"15h_25"
"712","15h-15","147","42555",147,"15","1",25,"15h-15_42555",0.836805555554747,17,"15h",3,31.0002440810648,"15h_25"
"713","15h-16","224","42555",224,"16","1",25,"15h-16_42555",0.836805555554747,21,"15h",3,38.2406639004519,"15h_25"
"714","15h-17","306","42555",306,"17","2",24,"15h-17_42555",0.836805555554747,34,"15h",3,32.2655601660063,"15h_24"
"715","15h-18","252","42555",252,"18","2",24,"15h-18_42555",0.836805555554747,23,"15h",3,39.2798123760076,"15h_24"
"716","15h-19","67","42555",67,"19","2",24,"15h-19_42555",0.836805555554747,8,"15h",3,30.0248962655892,"15h_24"
"717","16i-11","0","42555",0,"11","0",26,"16i-11_42555",0.836805555554747,2,"16i",3,0,"16i_26"
"718","16i-12","0","42555",0,"12","0",26,"16i-12_42555",0.836805555554747,11,"16i",3,0,"16i_26"
"719","16i-13","0","42555",0,"13","0",26,"16i-13_42555",0.836805555554747,2,"16i",3,0,"16i_26"
"720","16i-15","0","42555",0,"15","1",25,"16i-15_42555",0.836805555554747,5,"16i",3,0,"16i_25"
"721","16i-17","0","42555",0,"17","2",24,"16i-17_42555",0.836805555554747,9,"16i",3,0,"16i_24"
"722","16i-19","0","42555",0,"19","2",24,"16i-19_42555",0.836805555554747,1,"16i",3,0,"16i_24"
"723","28n-11","60","42555",60,"11","0",26,"28n-11_42555",0.834027777775191,12,"28n",3,17.9850124896478,"28n_26"
"724","28n-12","19","42555",19,"12","0",26,"28n-12_42555",0.834027777775191,10,"28n",3,6.83430474606616,"28n_26"
"725","28n-13","79","42555",79,"13","0",26,"28n-13_42555",0.834027777775191,13,"28n",3,21.8587074874181,"28n_26"
"726","28n-14","26","42555",26,"14","1",25,"28n-14_42555",0.834027777775191,6,"28n",3,15.5870108243614,"28n_25"
"727","28n-15","124","42555",124,"15","1",25,"28n-15_42555",0.834027777775191,13,"28n",3,34.3098699802512,"28n_25"
"728","28n-16","72","42555",72,"16","1",25,"28n-16_42555",0.834027777775191,9,"28n",3,28.7760199834365,"28n_25"
"729","28n-17","216","42555",216,"17","2",24,"28n-17_42555",0.834027777775191,20,"28n",3,38.8476269776392,"28n_24"
"730","28n-18","127","42555",127,"18","2",24,"28n-18_42555",0.832638888889051,6,"28n",3,76.2635529607859,"28n_24"
"731","28n-19","193","42555",193,"19","2",24,"28n-19_42555",0.832638888889051,24,"28n",3,28.9741451209285,"28n_24"
"732","30p-11","59","42555",59,"11","0",26,"30p-11_42555",0.832638888889051,9,"30p",3,23.6196830692198,"30p_26"
"733","30p-12","5","42555",5,"12","0",26,"30p-12_42555",0.832638888889051,5,"30p",3,3.60300250208437,"30p_26"
"734","30p-13","74","42555",74,"13","0",26,"30p-13_42555",0.832638888889051,11,"30p",3,24.2383804685676,"30p_26"
"735","30p-14","256","42555",256,"14","1",25,"30p-14_42555",0.832638888889051,28,"30p",3,32.9417371619142,"30p_25"
"736","30p-15","0","42555",0,"15","1",25,"30p-15_42555",0.832638888889051,1,"30p",3,0,"30p_25"
"737","30p-16","101","42555",101,"16","1",25,"30p-16_42555",0.832638888889051,8,"30p",3,45.4879065888152,"30p_25"
"738","30p-18","46","42555",46,"18","2",24,"30p-18_42555",0.832638888889051,10,"30p",3,16.5738115095881,"30p_24"
"739","30p-19","22","42555",22,"19","2",24,"30p-19_42555",0.832638888889051,4,"30p",3,19.816513761464,"30p_24"
"740","35u-11","191","42555",191,"11","0",26,"35u-11_42555",0.832638888889051,20,"35u",3,34.4086738949057,"35u_26"
"741","35u-12","106","42555",106,"12","0",26,"35u-12_42555",0.832638888889051,14,"35u",3,27.2798760872102,"35u_26"
"742","35u-13","180","42555",180,"13","0",26,"35u-13_42555",0.832638888889051,10,"35u",3,64.8540450375187,"35u_26"
"743","35u-15","176","42555",176,"15","1",25,"35u-15_42555",0.832638888889051,16,"35u",3,39.6330275229281,"35u_25"
"744","35u-16","178","42555",178,"16","1",25,"35u-16_42555",0.832638888889051,17,"35u",3,37.7255556100599,"35u_25"
"745","35u-17","154","42555",154,"17","2",24,"35u-17_42555",0.832638888889051,13,"35u",3,42.6817219477687,"35u_24"
"746","35u-18","2","42555",2,"18","2",24,"35u-18_42555",0.832638888889051,3,"35u",3,2.40200166805625,"35u_24"
"747","35u-19","53","42555",53,"19","2",24,"35u-19_42555",0.832638888889051,5,"35u",3,38.1918265220943,"35u_24"
"748","70j-11","187","42555",187,"11","0",26,"70j-11_42555",0.832638888889051,18,"70j",3,37.4311926605432,"70j_26"
"749","70j-12","4","42555",4,"12","0",26,"70j-12_42555",0.832638888889051,8,"70j",3,1.80150125104219,"70j_26"
"750","70j-13","142","42555",142,"13","0",26,"70j-13_42555",0.832638888889051,27,"70j",3,18.9491242702215,"70j_26"
"751","70j-14","197","42555",197,"14","1",25,"70j-14_42555",0.832638888889051,18,"70j",3,39.4328607172567,"70j_25"
"752","70j-15","165","42555",165,"15","1",25,"70j-15_42555",0.832638888889051,10,"70j",3,59.4495412843921,"70j_25"
"753","70j-16","163","42555",163,"16","1",25,"70j-16_42555",0.832638888889051,17,"70j",3,34.5464357552796,"70j_25"
"754","70j-17","187","42555",187,"17","2",24,"70j-17_42555",0.82986111111677,10,"70j",3,67.6016736397064,"70j_24"
"755","70j-19","83","42555",83,"19","2",24,"70j-19_42555",0.82986111111677,11,"70j",3,27.277291745725,"70j_24"
"756","71k-11","132","42555",132,"11","0",26,"71k-11_42555",0.82986111111677,10,"71k",3,47.7188284515574,"71k_26"
"757","71k-12","28","42555",28,"12","0",26,"71k-12_42555",0.82986111111677,4,"71k",3,25.3054393303714,"71k_26"
"758","71k-13","123","42555",123,"13","0",26,"71k-13_42555",0.82986111111677,18,"71k",3,24.7029288701244,"71k_26"
"759","71k-14","246","42555",246,"14","1",25,"71k-14_42555",0.82986111111677,13,"71k",3,68.4081107172676,"71k_25"
"760","71k-15","162","42555",162,"15","1",25,"71k-15_42555",0.82986111111677,14,"71k",3,41.8314405257159,"71k_25"
"761","71k-16","147","42555",147,"16","1",25,"71k-16_42555",0.82986111111677,11,"71k",3,48.3103841761635,"71k_25"
"762","71k-17","37","42555",37,"17","2",24,"71k-17_42555",0.82986111111677,4,"71k",3,33.439330543705,"71k_24"
"763","71k-18","130","42555",130,"18","2",24,"71k-18_42555",0.82986111111677,8,"71k",3,58.7447698740764,"71k_24"
"764","71k-19","232","42555",232,"19","2",24,"71k-19_42555",0.82986111111677,15,"71k",3,55.9129707109158,"71k_24"
"765","75o-12","81","42555",81,"12","0",26,"75o-12_42555",0.82986111111677,12,"75o",3,24.401673640001,"75o_26"
"766","75o-13","190","42555",190,"13","0",26,"75o-13_42555",0.82986111111677,19,"75o",3,36.1506276148162,"75o_26"
"767","75o-14","310","42555",310,"14","1",25,"75o-14_42555",0.82986111111677,25,"75o",3,44.8267782423721,"75o_25"
"768","75o-15","76","42555",76,"15","1",25,"75o-15_42555",0.82986111111677,7,"75o",3,39.2492528389433,"75o_25"
"769","75o-16","141","42555",141,"16","1",25,"75o-16_42555",0.82986111111677,12,"75o",3,42.4769874474091,"75o_25"
"770","75o-17","337+","42555",500,"17","2",24,"75o-17_42555",0.82986111111677,26,"75o",3,69.5204377208005,"75o_24"
"771","75o-18","269+","42555",500,"18","2",24,"75o-18_42555",0.82986111111677,22,"75o",3,82.1605173064005,"75o_24"
"772","75o-19","253","42555",253,"19","2",24,"75o-19_42555",0.82986111111677,15,"75o",3,60.9740585769901,"75o_24"
"773","GDH-11","8","42555",8,"11","0",26,"GDH-11_42555",0.837500000001455,8,"GDH",3,3.58208955223258,"GDH_26"
"774","GDH-12","334","42555",334,"12","0",26,"GDH-12_42555",0.837500000001455,23,"GDH",3,52.0181700193775,"GDH_26"
"775","GDH-13","249","42555",249,"13","0",26,"GDH-13_42555",0.837500000001455,25,"GDH",3,35.6776119402365,"GDH_26"
"776","GDH-14","142","42555",142,"14","1",25,"GDH-14_42555",0.837500000001455,21,"GDH",3,24.2217484008108,"GDH_25"
"777","GDH-15","193","42555",193,"15","1",25,"GDH-15_42555",0.837500000001455,28,"GDH",3,24.6908315564603,"GDH_25"
"778","GDH-16","261","42555",261,"16","1",25,"GDH-16_42555",0.837500000001455,29,"GDH",3,32.2388059700932,"GDH_25"
"779","GDH-17","261","42555",261,"17","2",24,"GDH-17_42555",0.837500000001455,21,"GDH",3,44.5202558634621,"GDH_24"
"780","GDH-18","125","42555",125,"18","2",24,"GDH-18_42555",0.837500000001455,15,"GDH",3,29.8507462686049,"GDH_24"
"781","GDH-19","56","42555",56,"19","2",24,"GDH-19_42555",0.837500000001455,9,"GDH",3,22.2885572138916,"GDH_24"
"782","GNDH-11","60","42555",60,"11","0",26,"GNDH-11_42555",0.837500000001455,13,"GNDH",3,16.5327210103042,"GNDH_26"
"783","GNDH-12","36","42555",36,"12","0",26,"GNDH-12_42555",0.838888888894871,15,"GNDH",3,8.58278145689244,"GNDH_26"
"784","GNDH-13","46","42555",46,"13","0",26,"GNDH-13_42555",0.838888888894871,10,"GNDH",3,16.4503311257105,"GNDH_26"
"785","GNDH-14","102","42555",102,"14","1",25,"GNDH-14_42555",0.838888888894871,13,"GNDH",3,28.059093224456,"GNDH_25"
"786","GNDH-15","219","42555",219,"15","1",25,"GNDH-15_42555",0.838888888894871,18,"GNDH",3,43.5099337745241,"GNDH_25"
"787","GNDH-16","88","42555",88,"16","1",25,"GNDH-16_42555",0.838888888894871,11,"GNDH",3,28.6092715229748,"GNDH_25"
"788","GNDH-17","253","42555",253,"17","2",24,"GNDH-17_42555",0.838888888894871,20,"GNDH",3,45.2384105957039,"GNDH_24"
"789","GNDH-18","361","42555",361,"18","2",24,"GNDH-18_42555",0.838888888894871,35,"GNDH",3,36.8855250706925,"GNDH_24"
"790","GNDH-19","50","42555",50,"19","2",24,"GNDH-19_42555",0.838888888894871,7,"GNDH",3,25.5439924312275,"GNDH_24"
"791","SDR-11","119","42555",119,"11","0",26,"SDR-11_42555",0.838888888894871,20,"SDR",3,21.2781456952125,"SDR_26"
"792","SDR-12","120","42555",120,"12","0",26,"SDR-12_42555",0.838888888894871,22,"SDR",3,19.5063214929374,"SDR_26"
"793","SDR-13","67","42555",67,"13","0",26,"SDR-13_42555",0.838888888894871,25,"SDR",3,9.58410596019655,"SDR_26"
"794","SDR-14","226","42555",226,"14","1",25,"SDR-14_42555",0.838888888894871,25,"SDR",3,32.3284768209615,"SDR_25"
"795","SDR-15","270","42555",270,"15","1",25,"SDR-15_42555",0.838888888894871,30,"SDR",3,32.1854304633466,"SDR_25"
"796","SDR-16","107","42555",107,"16","1",25,"SDR-16_42555",0.838888888894871,14,"SDR",3,27.3320719014134,"SDR_25"
"797","SDR-17","30","42555",30,"17","2",24,"SDR-17_42555",0.838888888894871,7,"SDR",3,15.3263954587365,"SDR_24"
"798","SDR-18","82","42555",82,"18","2",24,"SDR-18_42555",0.838888888894871,13,"SDR",3,22.5573102392686,"SDR_24"
"799","SDR-19","22","42555",22,"19","2",24,"SDR-19_42555",0.838194444440887,11,"SDR",3,7.15824357915217,"SDR_24"
"800","PVEC-11","104","42555",104,"11","0",26,"PVEC-11_42555",0.838888888894871,17,"PVEC",3,21.8776782234513,"PVEC_26"
"801","PVEC-12","90","42555",90,"12","0",26,"PVEC-12_42555",0.838888888894871,24,"PVEC",3,13.4105960263944,"PVEC_26"
"802","PVEC-13","244","42555",244,"13","0",26,"PVEC-13_42555",0.838888888894871,31,"PVEC",3,28.147831659701,"PVEC_26"
"803","PVEC-14","105","42555",105,"14","1",25,"PVEC-14_42555",0.838888888894871,16,"PVEC",3,23.4685430461903,"PVEC_25"
"804","PVEC-15","135","42555",135,"15","1",25,"PVEC-15_42555",0.838888888894871,16,"PVEC",3,30.1738410593875,"PVEC_25"
"805","PVEC-16","217","42555",217,"16","1",25,"PVEC-16_42555",0.838888888894871,23,"PVEC",3,33.7402821765518,"PVEC_25"
"806","PVEC-17","232","42555",232,"17","2",24,"PVEC-17_42555",0.838888888894871,21,"PVEC",3,39.5080416269652,"PVEC_24"
"807","PVEC-18","200","42555",200,"18","2",24,"PVEC-18_42555",0.838888888894871,13,"PVEC",3,55.0178298518746,"PVEC_24"
"808","PVEC-19","175","42555",175,"19","2",24,"PVEC-19_42555",0.838888888894871,32,"PVEC",3,19.5571192051585,"PVEC_24"
"809","Lgno-12","16","42555",16,"12","0",26,"Lgno-12_42555",0.838194444440887,2,"Lgno",3,28.6329743166087,"Lgno_26"
"810","Lgno-13","0","42555",0,"13","0",26,"Lgno-13_42555",0.838194444440887,5,"Lgno",3,0,"Lgno_26"
"811","Lgno-14","0","42555",0,"14","1",25,"Lgno-14_42555",0.838194444440887,2,"Lgno",3,0,"Lgno_25"
"812","Ax-13","206","42555",206,"13","0",26,"Ax-13_42555",0.838194444440887,9,"Ax",3,81.9221209614082,"Ax_26"
"813","Ax-14","243","42555",243,"14","1",25,"Ax-14_42555",0.838194444440887,20,"Ax",3,43.4863297433494,"Ax_25"
"814","Ax-16","20","42555",20,"16","1",25,"Ax-16_42555",0.838194444440887,2,"Ax",3,35.7912178957608,"Ax_25"
"815","Ax-18","206","42555",206,"18","2",24,"Ax-18_42555",0.837500000001455,23,"Ax",3,32.0830629460831,"Ax_24"
"816","Gno-11","171","42555",171,"11","0",26,"Gno-11_42555",0.838194444440887,23,"Gno",3,26.6099924355439,"Gno_26"
"817","Gno-12","74","42555",74,"12","0",26,"Gno-12_42555",0.838194444440887,16,"Gno",3,16.5534382767894,"Gno_26"
"818","Gno-13","199","42555",199,"13","0",26,"Gno-13_42555",0.838194444440887,21,"Gno",3,33.9164398155067,"Gno_26"
"819","Gno-14","12","42555",12,"14","1",25,"Gno-14_42555",0.838194444440887,6,"Gno",3,7.15824357915217,"Gno_25"
"820","Gno-15","53","42555",53,"15","1",25,"Gno-15_42555",0.838194444440887,10,"Gno",3,18.9693454847532,"Gno_25"
"821","Gno-16","118","42555",118,"16","1",25,"Gno-16_42555",0.838194444440887,16,"Gno",3,26.3960231981236,"Gno_25"
"822","Gno-18","15","42555",15,"18","2",24,"Gno-18_42555",0.838194444440887,9,"Gno",3,5.96520298262681,"Gno_24"
"823","Gno-19","175","42555",175,"19","2",24,"Gno-19_42555",0.838194444440887,14,"Gno",3,44.7390223697011,"Gno_24"
"824","7636-11","87","42555",87,"11","0",26,"7636-11_42555",0.836805555554747,4,"7636",3,77.9751037345152,"7636_26"
"825","7636-12","44","42555",44,"12","0",26,"7636-12_42555",0.836805555554747,10,"7636",3,15.7742738589364,"7636_26"
"826","7636-14","313","42555",313,"14","1",25,"7636-14_42555",0.837500000001455,30,"7636",3,37.3731343282933,"7636_25"
"827","7636-15","220","42555",220,"15","1",25,"7636-15_42555",0.837500000001455,21,"7636",3,37.5266524519604,"7636_25"
"828","7636-16","234","42555",234,"16","1",25,"7636-16_42555",0.837500000001455,29,"7636",3,28.9037570766353,"7636_25"
"829","7636-17","224","42555",224,"17","2",24,"7636-17_42555",0.837500000001455,18,"7636",3,44.5771144277832,"7636_24"
"830","7636-19","191","42555",191,"19","2",24,"7636-19_42555",0.837500000001455,20,"7636",3,34.2089552238212,"7636_24"
"831","10862-11","183","42555",183,"11","0",26,"10862-11_42555",0.837500000001455,20,"10862",3,32.7761194029281,"10862_26"
"832","10862-12","207","42555",207,"12","0",26,"10862-12_42555",0.837500000001455,17,"10862",3,43.617208077185,"10862_26"
"833","10862-13","150","42555",150,"13","0",26,"10862-13_42555",0.837500000001455,17,"10862",3,31.6066725196993,"10862_26"
"834","10862-14","265","42555",265,"14","1",25,"10862-14_42555",0.837500000001455,24,"10862",3,39.5522388059014,"10862_25"
"835","10862-15","129","42555",129,"15","1",25,"10862-15_42555",0.837500000001455,22,"10862",3,21.0040705562729,"10862_25"
"836","10862-16","235","42555",235,"16","1",25,"10862-16_42555",0.837500000001455,17,"10862",3,49.5171202808622,"10862_25"
"837","10862-17","303","42555",303,"17","2",24,"10862-17_42555",0.837500000001455,24,"10862",3,45.2238805969363,"10862_24"
"838","10862-18","282","42555",282,"18","2",24,"10862-18_42555",0.837500000001455,31,"10862",3,32.5854597977287,"10862_24"
"839","10862-19","211","42555",211,"19","2",24,"10862-19_42555",0.837500000001455,22,"10862",3,34.3554952509579,"10862_24"
"840","1a-11","10","42558",10,"11","0",29,"1a-11_42558",0.756944444445253,1,"1a",4,52.8440366971913,"1a_29"
"841","1a-14","52","42558",52,"14","1",28,"1a-14_42558",0.756944444445253,8,"1a",4,34.3486238531743,"1a_28"
"842","1a-15","15","42558",15,"15","1",28,"1a-15_42558",0.756944444445253,12,"1a",4,6.60550458714891,"1a_28"
"843","1a-16","56","42558",56,"16","1",28,"1a-16_42558",0.756944444445253,11,"1a",4,26.9024186822065,"1a_28"
"844","1a-17","24","42558",24,"17","2",27,"1a-17_42558",0.756944444445253,8,"1a",4,15.8532110091574,"1a_27"
"845","1a-18","101","42558",101,"18","2",27,"1a-18_42558",0.756944444445253,13,"1a",4,41.0557515878178,"1a_27"
"846","1a-19","108","42558",108,"19","2",27,"1a-19_42558",0.756944444445253,11,"1a",4,51.8832360299696,"1a_27"
"847","2b-11","74","42558",74,"11","0",29,"2b-11_42558",0.756944444445253,13,"2b",4,30.0804516584012,"2b_29"
"848","2b-12","6","42558",6,"12","0",29,"2b-12_42558",0.756944444445253,12,"2b",4,2.64220183485956,"2b_29"
"849","2b-13","22","42558",22,"13","0",29,"2b-13_42558",0.756944444445253,9,"2b",4,12.9174311926468,"2b_29"
"850","2b-15","58","42558",58,"15","1",28,"2b-15_42558",0.756944444445253,12,"2b",4,25.5412844036424,"2b_28"
"851","2b-17","59","42558",59,"17","2",27,"2b-17_42558",0.756944444445253,9,"2b",4,34.6422018348254,"2b_27"
"852","2b-18","142","42558",142,"18","2",27,"2b-18_42558",0.756944444445253,17,"2b",4,44.1403130058892,"2b_27"
"853","2b-19","50","42558",50,"19","2",27,"2b-19_42558",0.756944444445253,10,"2b",4,26.4220183485956,"2b_27"
"854","3c-11","75","42558",75,"11","0",29,"3c-11_42558",0.756944444445253,18,"3c",4,22.0183486238297,"3c_29"
"855","3c-12","15","42558",15,"12","0",29,"3c-12_42558",0.756944444445253,14,"3c",4,5.66186107469906,"3c_29"
"856","3c-13","0","42558",0,"13","0",29,"3c-13_42558",0.756944444445253,4,"3c",4,0,"3c_29"
"857","3c-14","0","42558",0,"14","1",28,"3c-14_42558",0.756944444445253,2,"3c",4,0,"3c_28"
"858","3c-15","55","42558",55,"15","1",28,"3c-15_42558",0.756944444445253,16,"3c",4,18.1651376146595,"3c_28"
"859","3c-16","5","42558",5,"16","1",28,"3c-16_42558",0.756944444445253,4,"3c",4,6.60550458714891,"3c_28"
"860","3c-18","146","42558",146,"18","2",27,"3c-18_42558",0.756944444445253,19,"3c",4,40.6064703041575,"3c_27"
"861","3c-19","3","42558",3,"19","2",27,"3c-19_42558",0.756944444445253,4,"3c",4,3.96330275228935,"3c_27"
"862","4d-11","37","42558",37,"11","0",29,"4d-11_42558",0.756944444445253,5,"4d",4,39.1045871559215,"4d_29"
"863","4d-12","7","42558",7,"12","0",29,"4d-12_42558",0.756944444445253,3,"4d",4,12.3302752293446,"4d_29"
"864","4d-13","20","42558",20,"13","0",29,"4d-13_42558",0.756944444445253,6,"4d",4,17.6146788990638,"4d_29"
"865","4d-14","24","42558",24,"14","1",28,"4d-14_42558",0.756944444445253,15,"4d",4,8.4550458715506,"4d_28"
"866","4d-15","3","42558",3,"15","1",28,"4d-15_42558",0.756944444445253,2,"4d",4,7.92660550457869,"4d_28"
"867","4d-16","22","42558",22,"16","1",28,"4d-16_42558",0.756944444445253,11,"4d",4,10.5688073394383,"4d_28"
"868","4d-17","11","42558",11,"17","2",27,"4d-17_42558",0.756944444445253,5,"4d",4,11.6256880733821,"4d_27"
"869","4d-18","33","42558",33,"18","2",27,"4d-18_42558",0.756944444445253,22,"4d",4,7.92660550457869,"4d_27"
"870","4d-19","23","42558",23,"19","2",27,"4d-19_42558",0.756944444445253,9,"4d",4,13.5045871559489,"4d_27"
"871","11c-11","3","42558",3,"11","0",29,"11c-11_42558",0.756944444445253,5,"11c",4,3.17064220183148,"11c_29"
"872","11c-12","1","42558",1,"12","0",29,"11c-12_42558",0.756944444445253,8,"11c",4,0.660550458714891,"11c_29"
"873","11c-13","5","42558",5,"13","0",29,"11c-13_42558",0.756944444445253,6,"11c",4,4.40366972476594,"11c_29"
"874","11c-14","0","42558",0,"14","1",28,"11c-14_42558",0.756944444445253,2,"11c",4,0,"11c_28"
"875","11c-15","19","42558",19,"15","1",28,"11c-15_42558",0.756944444445253,7,"11c",4,14.3433813892376,"11c_28"
"876","11c-16","0","42558",0,"16","1",28,"11c-16_42558",0.756944444445253,3,"11c",4,0,"11c_28"
"877","11c-17","0","42558",0,"17","2",27,"11c-17_42558",0.756944444445253,7,"11c",4,0,"11c_27"
"878","11c-18","44","42558",44,"18","2",27,"11c-18_42558",0.756944444445253,14,"11c",4,16.6081258191173,"11c_27"
"879","11c-19","0","42558",0,"19","2",27,"11c-19_42558",0.756944444445253,17,"11c",4,0,"11c_27"
"880","13g-11","89","42558",89,"11","0",29,"13g-11_42558",0.758333333338669,17,"13g",4,27.6147382027792,"13g_29"
